abv %,cost,# ratings,community rating,expert score,smoky,earthy,spicy,herbal,oily,bitter,rich,sweet,mineral,salty,umami,tart,fruity,floral,type_MEZCAL AÑEJO,type_MEZCAL JOVEN,type_MEZCAL REPOSADO,type_RAICILLA,type_SOTOL,type_TEQUILA AÑEJO,type_TEQUILA BLANCO,type_TEQUILA EXTRA AÑEJO,type_TEQUILA JOVEN,type_TEQUILA REPOSADO
40.0,2,1,3.0,85,0,5,30,50,0,0,50,20,10,0,0,15,40,0,False,False,False,False,False,False,False,False,False,True
40.0,1,1,3.5,85,10,10,15,25,5,10,15,10,10,5,10,5,5,10,False,False,False,False,False,False,False,False,False,True
40.0,2,7,3.79,85,10,0,50,20,10,0,60,70,0,0,0,15,50,0,False,False,False,False,False,False,False,False,False,True
42.0,3,18,3.21,85,20,80,45,90,70,40,50,25,60,45,60,75,35,15,False,False,False,True,False,False,False,False,False,False
43.0,2,47,3.74,85,25,20,10,65,30,35,60,50,50,25,20,30,40,0,False,True,False,False,False,False,False,False,False,False
40.0,4,4,4.25,85,22,52,60,57,24,58,28,26,50,16,30,17,46,48,False,False,False,False,False,False,False,False,False,True
40.0,2,3,3.83,85,10,0,40,20,10,0,80,75,0,0,0,0,60,5,False,False,False,False,False,True,False,False,False,False
40.0,2,6,3.58,85,5,10,30,40,0,0,5,30,10,5,0,0,50,5,False,False,False,False,False,False,True,False,False,False
40.0,2,69,3.72,85,10,10,20,40,5,5,15,20,60,40,0,25,30,0,False,False,False,False,False,False,True,False,False,False
40.0,2,4,4.31,85,0,40,90,75,50,40,94,70,75,89,80,75,85,74,False,False,False,False,False,False,True,False,False,False
40.0,2,2,3.63,85,0,10,35,30,30,35,40,25,10,10,10,45,30,0,False,False,False,False,False,False,False,False,False,True
40.0,2,4,3.69,85,10,10,15,25,5,10,15,10,10,5,10,5,5,10,False,False,False,False,False,False,False,False,False,True
40.0,3,2,3.63,84,0,25,30,30,60,10,60,55,10,0,0,0,25,0,False,False,False,False,False,False,False,False,False,True
40.0,3,5,4.25,84,0,10,30,40,45,25,60,55,0,0,0,30,45,0,False,False,False,False,False,True,False,False,False,False
45.1,2,2,3.63,84,30,20,20,90,70,50,30,30,20,0,10,60,90,70,False,True,False,False,False,False,False,False,False,False
40.0,2,3,2.83,84,0,5,10,20,15,0,70,80,0,0,0,15,50,0,False,False,False,False,False,False,False,False,False,True
40.0,4,1,4.0,84,20,45,45,45,15,20,60,60,0,0,0,35,0,0,False,False,False,False,False,True,False,False,False,False
40.0,3,18,4.13,84,0,10,30,80,60,30,20,40,20,10,10,50,80,40,False,False,False,False,False,False,True,False,False,False
45.0,3,2,4.25,84,0,15,30,0,10,0,20,55,0,0,0,50,50,0,False,False,False,False,False,True,False,False,False,False
42.0,3,7,3.88,84,65,85,30,60,20,55,55,20,25,25,25,30,20,0,False,True,False,False,False,False,False,False,False,False
40.0,2,4,4.0,84,10,75,15,15,10,5,10,85,5,30,5,5,60,5,False,True,False,False,False,False,False,False,False,False
40.0,2,4,3.94,84,0,10,10,10,20,20,25,20,10,0,5,15,20,0,False,False,False,False,False,False,False,False,False,True
40.0,3,94,3.88,84,0,35,15,50,35,30,40,55,25,10,0,45,30,10,False,False,False,False,False,False,True,False,False,False
40.0,3,4,3.38,84,10,10,30,0,10,0,60,70,0,0,0,0,50,0,False,False,False,False,False,False,False,False,False,True
40.0,1,9,2.94,84,5,60,40,70,20,30,20,30,60,0,0,0,50,40,False,False,False,False,False,False,True,False,False,False
40.0,3,46,4.31,84,30,45,35,60,15,10,30,65,20,25,25,10,55,30,False,False,False,False,False,False,False,True,False,False
50.3,3,23,4.12,84,70,65,75,50,60,70,70,35,75,60,70,55,30,30,False,True,False,False,False,False,False,False,False,False
40.0,2,4,4.38,84,0,20,10,70,10,5,40,40,15,5,0,20,40,0,False,False,False,False,False,False,True,False,False,False
40.0,2,29,3.66,84,30,70,92,74,40,85,83,71,60,20,60,58,50,0,False,False,False,False,False,True,False,False,False,False
40.0,3,4,3.94,84,20,10,30,15,20,0,80,80,10,5,0,5,60,5,False,False,False,False,False,True,False,False,False,False
40.0,2,2,3.88,84,40,68,78,65,75,30,81,83,68,70,81,40,74,30,False,False,False,False,False,True,False,False,False,False
46.0,2,7,4.5,84,40,10,60,20,30,5,70,60,15,10,5,15,35,10,False,True,False,False,False,False,False,False,False,False
40.0,2,13,3.44,84,0,5,30,20,10,0,25,40,20,5,0,10,70,0,False,False,False,False,False,False,True,False,False,False
40.0,2,24,3.59,84,0,0,78,40,0,40,90,85,45,65,40,60,86,68,False,False,False,False,False,False,False,False,False,True
40.0,2,56,3.5,84,5,20,10,40,15,15,45,40,5,5,20,5,50,30,False,False,False,False,False,True,False,False,False,False
40.0,1,96,3.59,84,20,25,15,60,15,20,40,35,15,10,15,10,30,25,False,False,False,False,False,False,False,False,False,True
40.0,3,18,3.8,84,63,69,84,64,83,77,85,86,64,67,81,63,74,65,False,False,False,False,False,False,False,True,False,False
40.0,2,68,3.45,84,0,35,79,40,0,0,84,93,57,83,30,0,78,77,False,False,False,False,False,False,True,False,False,False
40.0,2,83,3.98,84,5,35,70,50,20,5,45,65,10,5,20,5,75,65,False,False,False,False,False,True,False,False,False,False
42.0,2,367,3.59,84,90,75,85,75,60,10,65,20,40,45,60,10,50,60,False,True,False,False,False,False,False,False,False,False
40.0,2,155,3.68,84,65,75,50,90,50,40,65,40,35,60,65,45,35,30,False,False,False,False,False,False,True,False,False,False
40.0,3,55,3.77,84,10,20,65,40,35,35,60,87,36,0,34,74,83,20,False,False,False,False,False,True,False,False,False,False
